"search_name","source_binomial","phylum","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","n_unique_seqs","dup_accessions","dup_species","dup_species_n","n_all_seqs"
"Cavolinia tridenta","Cavolinia tridenta","mollusca","GoMA_census_fauna","Cavolinia tridenta","Cavolinia tridenta",0,0,"","",NA,"na","na","na",0
"Cavolinia uncinata","Cavolinia uncinata","mollusca","GoMA_census_fauna","Cavolinia uncinata","Cavolinia uncinata",0,86,"","2055882843|2055882841|2055882839|2055882835|2055882831|2055882829|2055882781|2055882779|2055882777|2055882775|2055882773|2055882771|2055882769|2055882767|2055882737|2055882532|2055882530|2055877761|1778650400|1778650398|1778650396|1778650394|1778650392|1518370566|1518370564|1518370562|1518370560|1518370558|1518370556|1518370554|1518370552|1518370550|1518370548|1518370546|1518370544|1518370542|1518370540|1518370538|1518370536|1518370534|1518370532|1518370530|1518370528|1518370526|1518370524|1518370522|1518370520|1518370518|1518370516|1518370514|1518370512|1518370510|1518370508|1518370506|1518370504|1518370502|1518370500|1518370498|1518370496|1518370494|1518370492|1518370490|1518370488|1518370486|1518370484|1518370482|1518370480|1518370478|1518370476|1518370474|1518370472|1518370470|1518370468|1518370466|1208325208|1208325206|1208325204|1208325202|241947752|241947750|241947748|241947746|241947744|241947742|241947740|241947732",85,"MW125436.1|MW125435.1|MW125434.1|MW125432.1|MW125430.1|MW125429.1|MW125405.1|MW125404.1|MW125403.1|MW125402.1|MW125401.1|MW125400.1|MW125399.1|MW125398.1|MW125383.1|MW125344.1|MW125343.1|MW125323.1|MK913374.1|MK913373.1|MK913372.1|MK913371.1|MK913370.1|MG213818.1|MG213817.1|MG213816.1|MG213815.1|MG213814.1|MG213791.1|MG213813.1|MG213812.1|MG213811.1|MG213810.1|MG213809.1|MG213808.1|MG213807.1|MG213806.1|MG213805.1|MG213804.1|MG213803.1|MG213802.1|MG213801.1|MG213800.1|MG213799.1|MG213798.1|MG213797.1|MG213796.1|MG213795.1|MG213794.1|MG213793.1|MG213792.1|MG213790.1|MG213789.1|MG213788.1|MG213787.1|MG213786.1|MG213785.1|MG213784.1|MG213783.1|MG213782.1|MG213781.1|MG213780.1|MG213779.1|MG213778.1|MG213777.1|MG213776.1|MG213775.1|MG213774.1|MG213773.1|MG213772.1|MG213771.1|MG213770.1|MG213769.1|MG213768.1|MF048918.1|MF048917.1|MF048916.1|MF048915.1|FJ876868.1|FJ876867.1|FJ876866.1|FJ876865.1|FJ876864.1|FJ876863.1|FJ876862.1|FJ876858.1","Cavolinia uncinata","1",86
"Cecrops latreilli","Cecrops latreilli","arthropoda","GoMA_census_fauna","Cecrops latreilli","Cecrops latreilli",0,0,"","",NA,"na","na","na",0
"Cellepora hyalina","Cellepora hyalina","bryozoan","GoMA_census_fauna","Cellepora hyalina","Cellepora hyalina",0,0,"","",NA,"na","na","na",0
"Centropages hamatus","Centropages hamatus","arthropoda","GoMA_census_fauna","Centropages hamatus","Centropages hamatus",0,15,"","1590853199|10197774|529950107|529950105|529950103|515419155|515419152|515419150|515419147|515419145|515419142|515419139|515419137|515419135|156186218",9,"MH549185.1|AF259663.1|KC287510.1|KC287509.1|KC287508.1|JX995182.1|JX995181.1|JX995179.1|JX995175.1|JX995180.1|JX995178.1|JX995177.1|JX995176.1|JX995174.1|EU016220.1","Centropages hamatus","1",15
"Centropages typicus","Centropages typicus","arthropoda","GoMA_census_fauna","Centropages typicus","Centropages typicus",0,138,"","2076472414|301131449|301131447|301131445|301131443|301131441|301131439|301131437|301131435|301131433|301131431|301131429|301131427|301131425|301131423|301131421|301131419|301131417|301131415|301131413|301131411|301131409|301131407|301131405|301131403|301131401|301131399|301131397|301131395|301131393|301131391|301131389|301131387|301131385|301131383|301131381|301131379|301131377|301131375|301131373|301131371|301131369|301131367|301131365|301131363|301131361|301131359|301131357|301131355|301131353|301131351|301131349|301131347|301131345|301131343|301131341|301131339|301131337|301131335|301131333|301131331|301131329|301131327|301131325|301131323|301131321|301131319|301131317|301131315|301131313|301131311|301131309|301131307|301131305|301131303|301131301|301131299|301131297|301131295|301131293|301131291|301131289|301131287|301131285|301131283|301131281|301131279|301131277|301131275|301131273|301131271|301131269|301131267|301131265|301131263|301131261|301131259|301131257|301131255|301131253|301131251|301131249|301131247|301131245|301131243|301131241|301131239|301131237|301131235|301131233|301131231|301131229|301131227|301131225|301131223|301131221|301131219|959315757|959315755|959315753|959315751|959315749|936253212|936253002|529950115|529950113|529950111|529950109|515419133|515419131|515419127|515418970|515418968|515418966|515418958|515418943|515418933|156186220",88,"JX995173.1|GU132384.1|GU132389.1|GU132372.1|GU132336.1|GU132317.1|GU132338.1|GU132368.1|GU132404.1|GU132328.1|GU132337.1|GU132361.1|GU132316.1|JX995166.1|GU132365.1|GU132406.1|GU132425.1|GU132343.1|GU132393.1|GU132357.1|GU132419.1|GU132332.1|GU132350.1|GU132417.1|GU132322.1|GU132352.1|GU132346.1|GU132356.1|GU132431.1|GU132390.1|GU132323.1|GU132383.1|GU132330.1|GU132398.1|GU132392.1|GU132430.1|GU132326.1|GU132321.1|GU132399.1|GU132329.1|KC287513.1|GU132411.1|GU132333.1|GU132386.1|KC287511.1|GU132341.1|GU132402.1|GU132415.1|GU132388.1|GU132394.1|KT208907.1|GU132387.1|GU132413.1|GU132418.1|GU132374.1|GU132318.1|GU132359.1|GU132362.1|GU132400.1|GU132424.1|KC287512.1|JX995171.1|GU132344.1|GU132391.1|EU016221.1|JX995172.1|GU132428.1|GU132366.1|GU132412.1|GU132382.1|GU132421.1|GU132345.1|GU132369.1|GU132429.1|GU132355.1|KT952466.1|JX995167.1|GU132397.1|GU132408.1|GU132349.1|GU132396.1|GU132370.1|GU132325.1|KT952468.1|GU132407.1|KT952469.1|JX995168.1|JX995169.1|GU132354.1|GU132320.1|GU132363.1|GU132423.1|GU132377.1|GU132358.1|GU132367.1|GU132340.1|GU132385.1|GU132373.1|GU132403.1|GU132351.1","Centropages typicus","1",138
"Cephalothrix linearis","Cephalothrix linearis","nemertea","GoMA_census_fauna","Cephalothrix linearis","Cephalothrix linearis",0,10,"","1722679987|317513989|317513987|833205334|833205332|833205329|833205326|833205323|833205320|833205316",8,"LC422243.1|GU726653.1|GU726652.1|KP697721.1|KP697720.1|KP697716.1|KP697719.1|KP697718.1|KP697717.1|KP697715.1","Cephalothrix linearis","1",10
"Ceramaster granularis","Ceramaster granularis","echinodermata","GoMA_census_fauna","Ceramaster granularis","Ceramaster granularis",0,0,"","",NA,"na","na","na",0
"Cerastoderma pinnulatum","Cerastoderma pinnulatum","mollusca","GoM bivalvia species list","Cerastoderma pinnulatum","Cerastoderma pinnulatum",0,0,"","",NA,"na","na","na",0
"Cerataspis monstrosus","Cerataspis monstrosus Gray","arthropoda","New England shrimp species","Cerataspis monstrosus gray","Cerataspis monstrosus",0,0,"","",NA,"na","na","na",0
"Cerebratulus fuscus","Cerebratulus fuscus","nemertea","GoMA_census_fauna","Cerebratulus fuscus","Cerebratulus fuscus",0,19,"","1004125167|1004125165|1004125163|1004125147|1004125109|1004125099|1004125097|1004125089|1004124973|1004124879|1004124841|1004124835|1004124797|1004124763|1004124761|1004124681|1004124665|1004124645|1004124611",9,"KU840068.1|KU840067.1|KU840066.1|KU840039.1|KU840034.1|KU839905.1|KU839817.1|KU840058.1|KU840033.1|KU840029.1|KU839924.1|KU839865.1|KU839971.1|KU839902.1|KU839883.1|KU839866.1|KU839825.1|KU839807.1|KU839790.1","Cerebratulus fuscus","1",19
"Cerebratulus lacteus","Cerebratulus lacteus","nemertea","GoMA_census_fauna","Cerebratulus lacteus","Cerebratulus lacteus",0,11,"","2432718886|2432718808|2432718760|2432717968|2432717714|2130204221|124054855|1041054652|465480823|472403370|321172113",10,"OQ323256.1|OQ323193.1|OQ323217.1|OQ322797.1|OQ322670.1|OL404956.1|EF124965.1|KX261791.1|KC698905.1|KC424754.1|HQ848576.1","Cerebratulus lacteus","1",11
"Cerebratulus luridus","Cerebratulus luridus","nemertea","GoMA_census_fauna","Cerebratulus luridus","Cerebratulus luridus",0,0,"","",NA,"na","na","na",0
"Cerebratulus marginatus","Cerebratulus marginatus","nemertea","GoMA_census_fauna","Cerebratulus marginatus","Cerebratulus marginatus",0,7,"","1004124947|1004124847|1004124843|1004124629|1004124627|321172111|30140225",6,"KU839958.1|KU839906.1|KU839908.1|KU839799.1|KU839798.1|HQ848575.1|AJ436931.1","Cerebratulus marginatus","1",7
"Cerianthus borealis","Cerianthus borealis","cnidaria","GoMA_census_fauna","Cerianthus borealis","Cerianthus borealis",0,0,"","",NA,"na","na","na",0
"Cerithiopsis costulatum","Cerithiopsis costulatum","mollusca","GoMA_census_fauna","Cerithiopsis costulatum","Cerithiopsis costulatum",0,0,"","",NA,"na","na","na",0
"Cerithiopsis greeni","Cerithiopsis greeni","mollusca","GoMA_census_fauna","Cerithiopsis greeni","Cerithiopsis greeni",0,0,"","",NA,"na","na","na",0
"Chaceon quinquedens","Chaceon quinquedens","arthropoda","GoMA_census_fauna","Chaceon quinquedens","Chaceon quinquedens",0,4,"","1800288031|1800288029|1800288027|1800288025",4,"MN265823.1|MN265822.1|MN265821.1|MN265820.1","Chaceon quinquedens","1",4
"Chaetoderma canadense","Chaetoderma canadense","mollusca","GoMA_census_fauna","Chaetoderma canadense","Chaetoderma canadense",0,0,"","",NA,"na","na","na",0
"Chaetoderma nitidulum","Chaetoderma nitidulum","mollusca","GoMA_census_fauna","Chaetoderma nitidulum","Chaetoderma nitidulum",2,2,"288904161|123187431","2286222194|38607145",4,"OP221707.1|AY377726.1|NC_013846.1|EF211990.1","Chaetoderma nitidulum","1",4
"Chaetogaster diastrophus","Chaetogaster diastrophus","annelida","GoMA_census_fauna","Chaetogaster diastrophus","Chaetogaster diastrophus",0,4,"","1279331919|33330097|285029336|378532028",4,"LT904771.1|AF534833.1|GQ355367.1|JQ519820.1","Chaetogaster diastrophus","1",4
"Chaetogaster limnaei","Chaetogaster limnaei","annelida","GoMA_census_fauna","Chaetogaster limnaei","Chaetogaster limnaei",0,62,"","33330099|712430674|712430671|712430668|712430665|712430662|712430659|712430655|712430652|712430649|712430646|712430643|712430640|712430637|712430634|712430631|712430627|712430624|712430621|712430618|712430615|712430612|712430609|712430606|712430603|712430600|712430597|712430594|712430591|712430588|712430585|712430582|712430579|712430576|712430573|712430570|712430567|712430564|712430561|712430558|712430554|712430551|712430548|712430545|712430542|712430539|712430536|712430533|712430531|712430528|712430525|712430522|712430519|712430516|712430513|712430510|712430507|712430504|712430501|712430498|712430495|712430492",56,"AF534834.1|KF952355.1|KF952354.1|KF952312.1|KF952353.1|KF952352.1|KF952318.1|KF952351.1|KF952350.1|KF952349.1|KF952348.1|KF952343.1|KF952332.1|KF952347.1|KF952346.1|KF952345.1|KF952344.1|KF952342.1|KF952341.1|KF952324.1|KF952340.1|KF952339.1|KF952338.1|KF952337.1|KF952336.1|KF952335.1|KF952334.1|KF952333.1|KF952331.1|KF952330.1|KF952329.1|KF952328.1|KF952327.1|KF952326.1|KF952325.1|KF952323.1|KF952322.1|KF952321.1|KF952320.1|KF952319.1|KF952317.1|KF952316.1|KF952315.1|KF952314.1|KF952313.1|KF952311.1|KF952310.1|KF952309.1|KF952308.1|KF952307.1|KF952306.1|KF952305.1|KF952304.1|KF952303.1|KF952302.1|KF952296.1|KF952301.1|KF952300.1|KF952299.1|KF952298.1|KF952297.1|KF952295.1","Chaetogaster limnaei","1",62
"Chaetopterus variopedatus","Chaetopterus variopedatus","annelida","GoMA_census_fauna","Chaetopterus variopedatus","Chaetopterus variopedatus",2,5,"966201966|953768450","1354701988|1354701268|145290233|145290231|145290229",5,"MF121353.1|MF120993.1|AM503096.1|AM503095.1|AM503094.1","Chaetopterus variopedatus","1",7
"Chaetozone setosa","Chaetozone setosa","annelida","GoMA_census_fauna","Chaetozone setosa","Chaetozone setosa",0,20,"","305653721|305653715|305653713|305653711|305653709|305653707|305653705|299556095|299556085|299556079|299556069|299556063|299556061|299556059|299556057|299556055|299556049|299555757|305653719|305653717",15,"HQ024283.1|HQ024280.1|HQ024279.1|HQ024278.1|HQ024277.1|HQ024276.1|HQ024275.1|GU672600.1|GU672595.1|GU672592.1|GU672587.1|GU672584.1|GU672583.1|GU672582.1|GU672581.1|GU672580.1|GU672577.1|GU672431.1|HQ024282.1|HQ024281.1","Chaetozone setosa","1",20
"Chalinula loosanoffi","Chalinula loosanoffi","porifera","GoMA_census_fauna","Chalinula loosanoffi","Chalinula loosanoffi",0,0,"","",NA,"na","na","na",0
"Charopinus dubius","Charopinus dubius","arthropoda","GoMA_census_fauna","Charopinus dubius","Charopinus dubius",0,1,"","2083536428",1,"MZ848420.1","Charopinus dubius","1",1
"Chelyosoma mac","Chelyosoma macleayanum","chordata","GoMA_census_fauna","Chelyosoma macleayanum","Chelyosoma mac",0,0,"","",NA,"na","na","na",0
"Chionoecetes opilio","Chionoecetes opilio","arthropoda","GoMA_census_fauna","Chionoecetes opilio","Chionoecetes opilio",1,45,"1841183626","2165767283|2165767281|2165767279|2119874560|1502979265|1497449362|1497448304|1495352020|1418353647|197631268|197631266|194295277|312232255|312232253|312232251|312232249|312232247|312232244|312232242|312232240|312232238|312232236|312232234|220029979|220029977|220029975|220029973|220029971|220029969|326909290|222425071|222425069|222425067|222425065|222425063|222425061|222425059|222425057|222425055|222425053|222425051|68563444|68563442|68563440|68563438",33,"OL877164.1|OL877163.1|OL877162.1|MW027157.1|MG321135.1|MG314312.1|MG313783.1|FJ581603.1|FJ581602.1|FJ581600.1|FJ581599.1|HQ909098.1|MG312144.1|FJ581601.1|LC377944.1|EU682833.1|EU682832.1|EU266370.1|HQ322680.1|HQ322679.1|HQ322678.1|HQ322677.1|HQ322676.1|HQ322674.1|HQ322673.1|HQ322671.1|HQ322672.1|HQ322670.1|HQ322669.1|FJ581598.1|AB451017.1|AB451016.1|AB451015.1|AB451014.1|AB451013.1|AB451012.1|AB451011.1|AB451010.1|AB451009.1|AB451007.1|AB451006.1|AB211154.1|AB211153.1|AB211152.1|AB211151.1|MT335860.1","Chionoecetes opilio","1",46
"Chiridota laevis","Chiridota laevis","echinodermata","GoMA_census_fauna","Chiridota laevis","Chiridota laevis",0,8,"","1489974001|301506511|301506509|301506507|301506505|1063426291|1154256575|300211432",7,"MG423427.1|HM542125.1|HM542123.1|HM542124.1|HM542122.1|KU495903.1|KX874399.1|HM400348.1","Chiridota laevis","1",8
"Chiridotea caeca","Chiridotea caeca","arthropoda","GoMA_census_fauna","Chiridotea caeca","Chiridotea caeca",0,0,"","",NA,"na","na","na",0
"Chiridotea coeca","Chiridotea coeca","arthropoda","GoMA_census_fauna","Chiridotea coeca","Chiridotea coeca",0,2,"","2432719100|2432718842",2,"OQ323363.1|OQ323234.1","Chiridotea coeca","1",2
"Chiridotea tuftsii","Chiridotea tuftsii","arthropoda","GoMA_census_fauna","Chiridotea tuftsii","Chiridotea tuftsii",0,0,"","",NA,"na","na","na",0
"Chiroteuthis veranyi lacertosa","Chiroteuthis veranyi lacertosa","mollusca","GoMA_census_fauna","Chiroteuthis veranyi lacertosa","Chiroteuthis veranyi lacertosa",0,0,"","",NA,"na","na","na",0
"Chlamys islandica","Chlamys islandica","mollusca","GoMA_census_fauna","Chlamys islandica","Chlamys islandica",0,2,"","169402110|7594818",2,"EU127910.1|AB033665.1","Chlamys islandica","1",2
"Chondracanthus merluccii","Chondracanthus merluccii","arthropoda","GoMA_census_fauna","Chondracanthus merluccii","Chondracanthus merluccii",0,5,"","936254338|936254066|936252912|936252848|936252618",5,"KT209470.1|KT209334.1|KT208757.1|KT208725.1|KT208610.1","Chondracanthus merluccii","1",5
"Chondracanthus nodosus","Chondracanthus nodosus","arthropoda","GoMA_census_fauna","Chondracanthus nodosus","Chondracanthus nodosus",0,0,"","",NA,"na","na","na",0
"Chromadorina germanica","Chromadorina germanica","nematoda","GoMA_census_fauna","Chromadorina germanica","Chromadorina germanica",0,0,"","",NA,"na","na","na",0
"Chromaspirina thieryi","Chromaspirina thieryi","nematoda","GoMA_census_fauna","Chromaspirina thieryi","Chromaspirina thieryi",0,0,"","",NA,"na","na","na",0
"Cidaris cidaris","Cidaris cidaris","echinodermata","GoMA_census_fauna","Cidaris cidaris","Cidaris cidaris",0,0,"","",NA,"na","na","na",0
"Ciliatocardium ciliatum","Ciliatocardium ciliatum","mollusca","GoM bivalvia species list","Ciliatocardium ciliatum","Ciliatocardium ciliatum",0,6,"","564735331|564735187|564734537|564734471|564733841|323101741",5,"KF644135.1|KF643705.1|KF644063.1|KF643738.1|KF643390.1|HQ919142.1","Ciliatocardium ciliatum|Clinocardium ciliatum","2",6
"Ciliatocardium ciliatum ciliatum","Ciliatocardium ciliatum ciliatum","mollusca","GoM bivalvia species list","Ciliatocardium ciliatum ciliatum","Ciliatocardium ciliatum ciliatum",0,0,"","",NA,"na","na","na",0
"Ciona intestinalis","Ciona intestinalis","chordata","GoMA_census_fauna","Ciona intestinalis","Ciona intestinalis",1,343,"387935481","1785493593|1780533737|1780533735|1780533733|156616165|156616161|156616157|156616153|1337388451|1281533214|1279397299|1279397297|1279397295|1279397293|1279397291|1279397289|1279397287|1279397285|1279397283|1279397281|1279397279|1279397277|1279397275|1279397273|1279397271|1279397269|1279397267|1279397265|1279397263|1279397261|1279397259|1279397257|1279397255|1279397253|1279397251|1279397249|1279397247|1279397245|1279397243|1279397241|1279397239|1279397237|1279397235|1279397233|1279397231|1279397229|1279397227|1279397225|1279397223|1279397221|1279397219|1279397217|1279397215|1279397213|1279397211|1279397209|1279397207|1279397205|1279397203|1279397201|1279397199|1279397197|1279397195|1279397193|1279397191|1279397189|1279397187|1279397185|1279397183|1279397181|1279397179|1279397177|1279397175|1279397173|1279397171|1279397169|1279397167|1279397165|1279397163|1279397161|1279397159|1279397157|1279397155|1279397153|1279397151|1279397149|1279397147|1279397145|1279397143|1279397141|1279397139|1279397137|1279397135|1279397133|1279397131|1279397129|1279397127|1279397125|1279397123|1279397121|1279397119|1279397117|1279397115|1279397113|1279397111|1279397109|1279397107|1279397105|1279397103|1279397101|1279397099|1279397097|1279397095|1279397093|1279397091|1279397089|1279397087|1279397085|1279397083|1279397081|1279397079|1279397077|1279397075|1279397073|1279397071|1279397069|1279397067|1279397065|1279397063|1279397061|1279397059|1279397057|1279397055|1279397053|1279397051|1279397049|1279397047|1279397045|1279397043|1279397041|1279397039|1279397037|1279397035|1279397033|1279397031|1279397029|1279397027|1279397025|1279397023|1279397021|1109594720|1109594718|1109594716|1109594714|1109594712|1109594710|1109594708|333353582|333353580|333353578|333353576|333353574|322512769|322512768|322512766|322512764|322512762|322512760|322512758|322512756|322512755|322512753|322512751|322512749|322512747|322512745|322512743|322512741|322512739|322512737|322512736|322512734|322512732|322512730|322512728|322512727|322512725|322512723|322512721|322512719|322512717|322512715|322512713|322512711|312227663|312227661|312227659|312227657|312227655|312227653|312227651|312227649|312227647|312227645|312227643|312227641|312227639|312227637|312227635|312227633|312227631|312227629|312227627|312227625|312227623|302321448|302321446|302321444|302321442|299022889|299022887|299022885|299022883|299022881|299022879|299022877|299022875|299022873|299022871|299022869|299022867|299022865|299022863|299022861|299022859|299022857|299022855|299022853|299022851|299022849|299022847|299022845|299022843|299022841|299022839|299022837|299022835|299022833|299022831|299022829|299022827|299022825|299022823|299022821|299022819|299022817|299022815|299022813|299022811|299022809|299022807|299022805|299022803|299022801|299022799|299022797|299022795|299022793|299022791|299022789|146166954|146166952|146166950|146166948|146166946|146166944|146166942|146166940|146166938|146166936|146166934|146166932|146166930|146166928|146166926|146166924|146166922|146166920|146166918|146166916|146166914|146166912|146166910|146166908|146166906|146166904|146166902|146166900|146166898|146166896|146166894|146166892|146166890|146166888|146166886|146166884|146166882|146166880|146166878|146166876|146166874|146166872|146166870|146166868|134285161|134285159|134285157|134285155|134285153|134285151|134285149|134285147|134285145|134285143|1033915031|1033915029|1033915027|1033915025|1033915023|556925306|556925304|556925302|556925300|556925298|556925296|556925294|556925292|556925290|556925288|556925286|556925284|556925282|556925280",94,"HM151221.1|MF479408.1|EF209065.1|HM151216.1|HM151234.1|HQ872429.1|HQ872430.1|HQ872424.1|HQ872425.1|MF479376.1|MF479344.1|KF597183.1|KF597188.1|KF597186.1|EF209099.1|MF479359.1|KF597184.1|EF471254.1|EF471248.1|JF919711.1|MF479379.1|MF479403.1|HM151199.1|HM151209.1|EF209080.1|MF479416.1|EF209067.1|MF479355.1|HQ219611.1|KF597193.1|KF597185.1|MF479293.1|MF479361.1|MF479371.1|MF479381.1|HQ219614.1|MF479280.1|MF479410.1|MF479394.1|HM151223.1|MF479310.1|EF471250.1|KY235525.1|HQ872438.1|MF479339.1|HM151241.1|MF479318.1|HM151212.1|HQ872437.1|MF479347.1|KU647847.1|EF209081.1|HM151245.1|MF479346.1|MF479380.1|MF479409.1|HQ872428.1|MF479398.1|HM151232.1|EF209076.1|MF479316.1|HM151206.1|HQ872452.1|MF479414.1|HM151240.1|MF479401.1|MF479392.1|MF479282.1|HM151215.1|EF209078.1|MF479285.1|HM151231.1|MF479319.1|MF479328.1|HQ872448.1|MF479396.1|HQ219615.1|MF479291.1|MF479301.1|MF479363.1|HM151248.1|HQ219612.1|MN064612.1|MF479311.1|MF479312.1|EF209074.1|HQ872443.1|HQ872442.1|HM151202.1|EF209096.1|KX712787.1|EF209068.1|MF479413.1|EF471249.1|MF479411.1|MF479298.1|EF209073.1|EF209090.1|KX712788.1|MF479364.1|NC_017929.1","Ciona intestinalis","1",344
